headline,article_title,article_url,article_content
"Tracking rising cost of cars, trucks, groceries ahead of Trump's tariffs CBS News is tracking the rising cost of products most impacted by tariffs imposed and soon-to-be-imposed by President Trump, from grocery items to cars and trucks. APR 2","As Trump announces new tariffs, here's a price tracker for cars, groceries and more supplies",https://www.cbsnews.com/news/trump-tariffs-price-tracker/,"CBS News is tracking the already sharply rising cost of products most impacted by tariffs imposed and new ones announced by President Trump on April 2, from the cost of common grocery items to the the purchase and operation of cars and trucks. We will continue updating the weekly prices of groceries and the monthly costs of new vehicles, used vehicles, parts, repairs, insurance premiums and construction and manufacturing raw materials. Economists and other experts say consumers can expect to see higher prices for imported items targeted by the latest round of tariffs in the coming weeks and months. Perhaps the most impacted day-to-day purchases for American families will be at the grocery store, where a large share of our most commonly purchased fruits and vegetables are imported from Mexico, Canada, China and other countries facing tariffs. Experts suggest the cost of those tariffs will be passed on to consumers in the grocery checkout lane. We examined the prices for fruits, vegetables and juices that are primarily imported from other countries, according to USDA data. The average prices are drawn from weekly surveys that the Agriculture Department conducts at hundreds of stores across the country. We've tracked the weekly price data from 2020 through last week. The cost of owning and operating a car or truck in the United States is a major focus ahead of the threatened White House tariffs on vehicles manufactured in other countries — a change experts predict will add thousands more to the cost of ownership, parts, repairs and insurance. In the wake of the COVID pandemic, supply-chain interruptions and the inflation that followed, the price of buying new and used cars rose sharply. So did the cost of parts, repairs and insurance. The charts show the price as an index — the percentage above a baseline. For new and used vehicles, we're using an example of a small SUV to translate the percentages into dollars to explain the recent years' change. Used car prices spiked after the COVID pandemic because major supply chain disruptions and a global computer chip shortage severely slowed down new vehicle production. In some cases, late-model used vehicle prices soared to nearly the same as new models of the same or similar vehicles. Some of the same phenomenon drove up the price of auto parts, and consequently, consumers' bills at repair shops. In addition to the rising cost of repairs, labor shortages, driving habits and increasing crash trends have driven up the cost of automobile insurance premiums, aggravating the total cost of owning and operating personal cars and trucks. Baked into the cost of everything from homebuilding to the manufacture of durable goods like appliances are the cost of core supplies like steel and aluminum, which are also targeted by the administration's tariffs. John Kelly is an investigative journalist and the vice president of Data Journalism for CBS News and Stations."
"MoneyWatch price tracker shows how much food, utility, housing costs are rising These charts track prices consumers pay for groceries and other goods now compared to five years ago. APR 10","CBS News price tracker shows how much food, gas, utility and housing costs are rising",https://www.cbsnews.com/news/price-tracker/,"As consumers cope with lingering cost-of-living pressures and the potential impact of tariffs, CBS News is tracking the change in prices of everyday household expenses — from food to utilities and rent. Drawing from a range of government and private data, the tracking charts below show how the cost of goods and services have changed since from before the pandemic to the most recent information available. That's through the end of March for most items. The price tracker is based on data released by the U.S. Bureau of Labor Statistics for food, household goods and services and Zillow for rent and home-purchase prices. Every chart notes, and links to, the source of the original data. In the case of recurring household costs, rents and home sales, the 2025 data cited is current through last month and it is compared to the same month in prior years dating back to 2019. You can choose an item below to see the year by year change or search for all items in the table below the chart. John Kelly is an investigative journalist and the vice president of Data Journalism for CBS News and Stations."
"Americans fear going broke in retirement more than death, study finds Allianz survey finds that nearly two-thirds of Americans are more worried about running out of money in retirement than they are about dying. APR 23","Americans are more scared of going broke in retirement than they are of death, study finds",https://www.cbsnews.com/news/americans-retirement-death-savings-allianz/,"Faced with inflation, taxes and concerns over the size of Social Security benefits, most Americans are more afraid of going broke in retirement than they are of death. That's according to a new study from Allianz Life that surveyed 1,000 U.S. adults aged 25 years and older with annual incomes of $50,000 and above. In total, 64% of respondents across generations said they are more stressed about running out of funds in their golden years than the prospect of death. ""It's much higher right now than it has been for quite a while,"" said Kelly LaVigne, VP of consumer insights at Allianz Life. The company has been polling people on the question of whether dying or running out of money worries them more since 2022. Americans say they need $1.26 million to finance a comfortable retirement, according to a recent study by Northwestern Mutual. That's $200,000 lower than last year's estimate, but still a far cry from the median amount of $87,000 people have saved in their retirement accounts, according to Federal Reserve Board's Survey of Consumer Finances. Among the different age groups, Gen Xers, for whom retirement is fast approaching, are the most concerned about running out of money before they die. Seventy percent of the age group expressed concern, followed by 61% of boomers. Ages 61 to 79, boomers are already in their retirement era, while Gen Xers, ages 45 to 60, will be the next generation to retire. ""Certainly for boomers who are already in retirement, inflation is a big deal because you only have a certain amount of money that you're going to have for the rest of your life,"" said LaVigne. Though Inflation rates have eased since peaking in June 2022, the cost of basic living expenses is still rising, making it difficult for Americans to sock away extra savings. Over 50% of those surveyed by Allianz said high inflation contributed to their fear of running out of money in retirement. Other factors contributing to Americans' fears include high taxes and concern over whether monthly Social Security payments will provide them with enough financial support. For the average American, Social Security benefits typically replaces about 40% of their income, LaVigne said. Recent shake-ups at the Social Security Administration carried out by the Trump Administration's Department of Government Efficiency, or DOGE, have also stoked fears about the stability of the government agency. LaVigne's advice for distressed savers: Don't let fear stop you from seeking help. ""You really want to make sure that you're working with a professional to help you get through the times like this, where there's a lot of uncertainty,"" he said. Mary Cunningham is a reporter for CBS MoneyWatch. Before joining the business and finance vertical, she worked at ""60 Minutes,"" CBSNews.com and CBS News 24/7 as part of the CBS News Associate Program."
"Here's the magic number Americans say they need for retirement Americans have big financial goals for what they think they'll need for a comfortable retirement, a new survey finds. APR 18",How much money do you need to retire? Here's what Americans say is their magic number.,https://www.cbsnews.com/news/retirement-savings-how-much-do-you-need-magic-number/,"Whether you're fast approaching retirement or have decades to prepare, the question of how much to save can be daunting. Yet Americans have a goal in mind for what's needed to finance a comfortable retirement: $1.26 million. That's according to a new study by Northwestern Mutual, which surveyed more than 4,500 U.S. adults aged 18 and older. While $1.26 million may seem unattainable to many, it represents a scaled-down ambition from last year's survey, when workers pegged their ideal retirement needs at $1.46 million. The reason for the scaled-down financial goal comes down to cooling inflation, which has tempered workers' expectations for their retirement needs, researchers at Northwestern Mutual said. Since touching a pandemic peak of 9.1% in June 2022, inflation has gradually eased, dropping last month to 2.4% on an annual basis. ""The inflation rate has been falling, and we're starting to see people's expectations for retirement savings soften, too,"" said Melinda Wilke, a wealth management advisor at Northwestern Mutual. But that's not to say inflation has disappeared from the equation altogether. ""Obviously a reduced inflation rate is good news,"" said David John, a senior policy advisor at AARP. ""But we are still seeing many people who are very concerned that prices are going to continue to go up, and what that means for how long their retirement savings will last."" John added that concern about the fate of the Social Security program — which currently provides monthly payments to more than 70 million Americans — is top of mind for many Americans the nonprofit works with. Even after years of saving, a majority say they're worried they could still come up short in retirement. Fifty–one percent of those surveyed said they think it's somewhat or very likely that they could run out of retirement savings. Despite having lofty goals for their retirement nest eggs, many workers are falling short. According to the 2022 Survey of Consumer Finances, the most recent data available, Americans had median retirement savings of $87,000. Americans also express generational differences when it comes to retirement — and the nation's youngest adults have the biggest aspirations, the study found. About 63% of Gen Z — whose oldest members are now in their early to mid-20s — say they believe they will be financially prepared for retirement. That's far higher than the millennial or baby boomer generation, with their confidence at 54% and 56%, respectively. Part of this, Wilke said, is due to an interest in wealth building among Gen Z. ""FinTok, meme stocks and cryptocurrency piqued their interest,"" the wealth management advisor said. Gen Z also started their retirement planning earlier than other generations, with members of the group starting to save at the average age of 24, with the goal of leaving the workforce at 61. In contrast, older generations started saving much later, with boomers beginning at an average age of 37 and with plans to retire at 72. The least confident generation is Gen X, or workers between about 45 to 60 years old, with only 46% saying they believe they'll hit retirement in good financial shape, the survey found. Gen X could be described as ""Generation AnXiety,"" Wilke added. As the first generation of U.S. workers to lean on 401(k) plans as a primary means of saving, they're generally more underprepared for retirement than other generations, with about half telling Natixis last year that they'd need a miracle to retire. Retirement savings can vary, depending on age — NerdWallet offers a handy breakdown — but overall, about one in four Americans with retirement savings say they've put aside one year or less of their current annual income, the Northwestern Mutual survey found. Building a $1.26 million retirement fund is easier if you start young. Workers who begin to save at age 20 would need to sock away $330 per month to reach $1.26 million, while people starting at age 30 would need to save $695 per month, according to Northwestern Mutual. Still, saving will look different for everyone, experts say. John from AARP outlined a few considerations for people to keep in mind as they map out their retirement plan, including: Mary Cunningham is a reporter for CBS MoneyWatch. Before joining the business and finance vertical, she worked at ""60 Minutes,"" CBSNews.com and CBS News 24/7 as part of the CBS News Associate Program."
3 questions to ask about your retirement savings when stocks plunge The first weeks of the new Trump administration have sparked stock market jitters and recession fears. Here's advice from top experts. MAR 17,Worried how the stock market could impact your retirement? Here are 3 questions from experts.,https://www.cbsnews.com/news/stock-market-investing-401k-recession-how-to-prepare-for-retirement/,"Watching your 401(k) plan savings recede as stocks slide can be gut-wrenching, sparking anxiety about whether you'll ever be able to retire — a particularly loaded issue for Gen Xers, given the oldest members of the generation are hitting 60 this year. But financial experts say it's important not to panic in the face of plunging markets or rising recession risks because that can lead to rash decisions that cost you money. Instead, it's important to focus on some key investment questions before taking action, they say. Since his Jan. 20 inauguration, President Trump's tariff barrage has spooked investors and soured consumers on the economy, with many fearing that his trade policies will trigger inflation and slam economic growth. The S&P 500 last week briefly moved into so-called ""correction"" territory, meaning the index had tumbled 10% from its most recent high, although it regained some ground on Friday. The downdraft in stocks is causing angst among people saving for retirement, experts say. ""First of all, you aren't alone — a lot of people are panicking,"" TIAA wealth management director Doug Ornstein told CBS MoneyWatch. ""Don't overreact, but it might be appropriate to take some action."" The market turmoil comes as many employees already feel behind the curve, with 7 in 10 workers saying they believe they could work until they retire and still not have enough money to fund their golden years, according to a new Transamerica Center for Retirement Studies report. ""Everyone is navigating difficult waters right now and trying to understand what the effects of market volatility will be on their overall retirement savings,"" noted Catherine Collinson, CEO and president of the Transamerica Center for Retirement Studies. ""One thing they should be doing, but many aren't, is engaging in the basics."" Here are some key questions that experts recommend you consider before making changes to your retirement account. It's easy to think you've got a high tolerance for risk when stocks are in a bull market, as they've been for the last few years. But the current market turmoil may be a sign that that you're more cautious than you thought, experts say. Risk tolerance is sometimes assessed in a quiz (such as this one from Vanguard) that asks hypothetical questions about your approach towards investing, such as whether you might sell a bond if it lost money in a short period of time. ""How do I think about risk, and how do I feel about risk emotionally and psychologically — all of that is completely valid to consider,"" TIAA's Ornstein said. But it's also important to consider your risk capacity, which involves a more complicated calculation including data such as your age and your retirement horizon. That offers a more objective way to assess risk than your emotional reaction to losing money on investment. ""Both things are really important: How you feel about risk, and what resources do you have"" to manage that risk, he noted. Workers often think about their investment horizon as the number of years they have left in the workforce, which might seem daunting to a Gen Xer who is getting closer to retirement. But the truth, which might not be intuitive to some workers, is that this timeframe is likely much longer than you expect, Ornstein said. ""Let's say someone is 60 and plans to retire at 67 — they don't have a lot of time for the market to recover"" before they retire, he noted. ""But if you retire at 67 and live to 95, most of your money will probably remain invested for next 20, 25, 30 years."" He added, ""We'll see a lot of ups and downs, bull and bear markets, presidential administrations, and economic cycles over the next 20 to 30 years, so what is happening right now shouldn't dictate a massive change."" In other words, someone whose retirement is just a few years away might have an actual investment time horizon of 30 years, which means sticking to their financial plan. More generally, trying to time the market, or trading individual stocks in an effort to capture gains and avoid losses, is almost impossible and typically leads to financial losses and lost opportunities, considerable research has found. Although it's important not to overreact when markets are rocky, rebalancing your investments can be a good idea is such periods, Ornstein said. ""Buy and hold works well when the market is just going up and up,"" he said. When markets head south, ""It may be a good time to consider rebalancing into a more diversified mix of investments."" For instance, that means not only checking your mix of equities and fixed income, but also your mix of sub-asset classes within those categories. Adding international stocks, for instance, on top of your S&P 500 index fund could help spread the risk, as well as considering different types of fixed income investments aside from Treasuries. And don't forget to tend to your emergency savings, given that having a cash buffer can help in times of financial stress and keep you from raiding your retirement account, noted Transamerica's Collinson. Her group's research found that 37% of workers have tapped their retirement accounts, suggesting that many people use their 401(k)s as an emergency fund. Workers can ask their employers to set aside a portion of their paycheck in another bank account that they earmark for emergency savings. Some employers also are starting to enroll workers in accounts specifically designed for emergencies, a change that was enabled by the Secure 2.0 retirement law. ""The research indicates many workers lack adequate emergency savings,"" she said. ""Now is the time to find out how to build that up."" Aimee Picchi is the associate managing editor for CBS MoneyWatch, where she covers business and personal finance. She previously worked at Bloomberg News and has written for national news outlets including USA Today and Consumer Reports."
"What has DEI actually done for U.S. workers and employers? President Trump has painted a bullseye on diversity, equity and inclusion. But what exactly is DEI, and what has it achieved? JAN 28","What has DEI — diversity, equity and inclusion — done for U.S. workers and employers?",https://www.cbsnews.com/news/dei-diversity-equity-inclusion-corporate-programs/,"President Trump's executive order banning diversity, equity and inclusion programs across the U.S. government is renewing debate over what DEI is and whether it has benefited workers and companies. DEI has its roots in the Civil Rights Act of 1964, which barred employment discrimination based on race, color, sex, religion and other criteria. In the following decades, a range of policies have sought to root out bias in hiring, promote fairness in the workplace and open career pathways for people of color and for women, while also expanding to include sexual orientation and gender identity. This push gained momentum after the 2020 murder of George Floyd, as politicians and social activists pressed companies to do their part in confronting systemic racism. But Mr. Trump's Jan. 20 order, issued on his first day back in office, criticized DEI as ""illegal and immoral,"" while the following day a memo from the U.S. Office of Personnel Management called for all federal DEI employees to be placed on leave. DEI is often misperceived as focusing only on race, according to DEI experts. But such initiatives comprise many practices that aim to uplift different marginalized groups in the workplace. For example, a policy that accommodates working parents, such as flexible work hours, could qualify as DEI. So could establishing affinity groups based on shared identities, like sexual orientation. Many critics of DEI say employer hiring and promotion decisions should be based on merit alone without regard to race, color, gender and other categories. Other opponents of the policies go further, arguing that DEI itself promotes racism. But DEI defenders say that policies that seek to foster diversity and inclusion within organizations aren't in conflict with those that seek to reward the most talented or hardest-working employees. ""DEI enhances merit by saying, 'How do we find the best people for the job or make sure we are promoting the best people?'"" David Glasgow, executive director of the Meltzer Center for Diversity, Inclusion and Belonging at NYU School of Law, told CBS MoneyWatch. ""And that means thinking about barriers and biases that might be getting in the way of considering the full talent pool."" In defining DEI, Glasgow described ""diversity"" as a commitment to diversifying personnel within an institution so that U.S. workplaces better represent the population at large. ""It's about engaging in effective outreach to places that might be overlooked and making sure hiring and promotion systems aren't screening out women or people of color from being considered,"" he said. Meanwhile, when designed and implemented effectively, DEI programs are not discriminatory, according to Jessica Fulton, vice president of Policy at the Joint Center for Political and Economic Studies, a nonprofit that aims to improve African-Americans' socioeconomic status. ""These policies don't actually dictate who gets hired. They are ways to open doors to people who might not have access or aren't as well-connected in an industry or occupation,"" she explained. The equity piece of DEI seeks to level the playing field for groups of workers who have historically been underrepresented in a given field or who, compared with their white or male peers, are underpaid for doing the same work. ""It could mean making sure women are able to enter traditionally male-dominated occupations, like construction or technology,"" Fulton said. ""It's about addressing issues around equal pay for equal work, making sure people feel safe in the workplace so they don't feel discrimination when they come to work, because workers who don't feel safe are not the most productive."" Corporations also commonly aim to develop inclusion policies that help people from diverse backgrounds feel safe within a given workplace and its culture, she explained. They are intended to be, and often are, inclusive of everyone and not just members of marginalized communities, according to Fulton. ""It is also making sure they can put certain policies in place to make sure their workers stick around and keep working. It is about building a great team and being able to treat that team well and retain the folks they hire,"" Fulton said. Given the recent backlash against DEI, though, a number of corporations are moving away from such inclusion policies, noting that they could pose a legal risk. That's after many major U.S. employers already ditched their DEI programs in response to pressure from anti-diversity activists. Among them are Ford, Harley Davidson, McDonald's, Meta and more. Many corporate executives have soured on DEI in recent years because of the perception that such policies don't enhance a company's performance, said Daniel Snell, co-founder of Arrival, a UK-based consulting firm focused on corporate leadership and culture. Other leaders, while recognizing the value of promoting diversity and inclusion, argue that DEI is inadequate for redressing what are at bottom much broader socioeconomic issues. Glasgow of NYU Law concedes that it can be hard to determine if DEI programs are succeeding or otherwise clearly assess their outcomes. ""It's difficult to measure certain DEI interventions, like the effectiveness of implicit bias training in the workplace,"" he said. ""It also depends on what you are trying to achieve."" One tool employers use to try to gauge the efficacy of DEI policies are internal surveys that ask workers whether they feel like they can be themselves in the office, believe they are respected by their peers, and feel that their opinions matter. When it comes to a company's mentorship and promotion policies, employers will also monitor if members of a particular group of workers, such as veterans and Black employees, are quitting shortly after being hired — patterns that can yield insights into a workplace's equity and inclusiveness. By contrast, if over time more women or people of color ascend to leadership positions, that could be viewed as a company achieving its goal of building a workplace that's more representative of its job applicant pool. Corporate DEI programs aren't altruistic, experts emphasize, pointing to at least some empirical evidence showing that such efforts can help companies adapt to change, support innovation and even boost the bottom line. ""The point of diversity and inclusion is that companies, the government, universities, all do better when there are diverse participants in management and throughout the enterprise,"" said Michael Posner, director of the NYU Stern Center for Business and Human Rights. ""The objective of this is not to set quotas or say we are going to take unqualified people because they fit a certain characteristic, like gender or race, but to create opportunity and try to overcome historic barriers to entry."" In one noted study, McKinsey found that companies in the top quartile for the gender diversity of their boards of director are 27% more likely to outperform financially than those in the bottom quartile. In separate research, the consulting firm in 2024 found that women's representation at work over the past decade has increased at every level of corporate management — women today make up 29% of C-suite level positions, up from 17% in 2015. ""[A] lot of the language and framing right now of DEI as illegal and discriminatory obscures who it's really for, which is all of us, and to the benefit of companies,"" Fulton told CBS MoneyWatch. Cait Bladt contributed to this report. Megan Cerullo is a New York-based reporter for CBS MoneyWatch covering small business, workplace, health care, consumer spending and personal finance topics. She regularly appears on CBS News 24/7 to discuss her reporting."
"The best and worst U.S. states for finding a good job in 2024 Ample job opportunities, low unemployment and reasonable commute times make this the top U.S. state for job seekers, analysis finds. OCT 30, 2024",The best and worst U.S. states for finding a good job in 2024,https://www.cbsnews.com/news/best-worst-states-for-jobs-2024/,"While it's no easy feat to pick up and move to a part of the country with a superior job market, knowing where to look can help narrow a search. The best U.S. states for job seekers feature rich career opportunities, low unemployment, and strong job and overall economic growth, according to a new study from WalletHub. ""The best states for jobs make it easier for residents to find and retain jobs, and employers in these states also offer very competitive compensation and benefits,"" WalletHub analyst Chip Lupo said in a statement. ""In addition, the top states are great places for people looking to raise a family, ranking among the best states for working parents."" To compile its ranking, the personal finance site compared the job markets and economic environment in all 50 states. It then assessed those two factors based on 34 metrics, such as compensation, employment outlook, commute times, job protections and how insulated positions are from being taken over by artificial intelligence. New Hampshire has the best job market in the nation, according on WalletHub, which also ranked the state's broader economic environment in the top 10. The state stands out for its 2% unemployment rate, compared with 4.1% for the U.S. a whole, as well as abundant job opportunities, solid employment growth and high level of job security, WalletHub found. ""To top things off, New Hampshire has the lowest percentage of the workforce living in poverty, which demonstrates that workers are generally receiving reasonable pay,"" the report states. Vermont, at No. 2, has an equally low unemployment rate, plus the highest average annual jobs growth rate in the U.S. and the second-highest number of job opportunities per capita, the analysis shows. Only 0.5% of the state's labor force has been unemployed for 15 weeks or longer, the third-lowest percentage in the U.S., according to WalletHub. Minnesota, with a thriving health care industry, ranked third. Its workers also have good access to health care and retirement benefits. Jobs are harder to come by in states such as West Virginia, Louisiana, Indiana, Kentucky, and Alaska, according to WalletHub. ""These are very low-income, rural states, and a lot of work there is usually seasonal,"" Lupo said. ""So a lot of work there is usually seasonal, and there is a lack of full-time job opportunities."" Following are top 10 best and worst states for finding a job as ranked by WalletHub. Megan Cerullo is a New York-based reporter for CBS MoneyWatch covering small business, workplace, health care, consumer spending and personal finance topics. She regularly appears on CBS News 24/7 to discuss her reporting."
"Want to work at Chipotle? Be prepared to chat with AI. Chipotle plans to deploy a conversational AI hiring system, dubbed ""Ava Cado,"" across more than 3,500 restaurants. OCT 22, 2024",Chipotle turns to AI hiring platform to screen job applicants,https://www.cbsnews.com/news/chipotle-ava-cado-ai-hiring/,"Chipotle Mexican Grill job applicants better get used to conversing with AI — their first interview could be with an artificial intellgence-powered system named ""Ava Cado"" rather than a human hiring manager. The fast-casual Mexican restaurant chain said Tuesday that it is partnering with Paradox, a maker of what the technology company calls ""conversational"" AI, to launch the new hiring platform. By collecting basic information about candidates, Ava will free up restaurant managers to focus on other tasks, according to the company. The AI can also schedule interviews and even make job offers in real time, the company said. Ava is also a polyglot and able to conduct interviews in English, Spanish, French and German. The new technology is expected to reduce the amount of time it takes Chipotle to hire an employee for an in-restaurant position by as much 75%, Chipotle said in a statement to CBS MoneyWatch. Chipotle plans to deploy the system across more than 3,500 restaurant locations in North America and Europe. The technology is currently being introduced at restaurants in a phased approach that's expected to be complete by the end of October. In addition to collecting biographical information, Ava can engage with job applicants and answer their questions about the company, according to Chipotle. ""Paradox operates as if we've hired additional administrative support for all our restaurants, freeing up more time for managers to support team members and provide an exceptional guest experience. We're excited about the early improvements we're seeing,"" Chipotle chief human resources officer Ilene Eskenazi said in a statement. A number of other major restaurant chains, retailers and other companies have turned to Paradox's AI hiring tech, including Applebee's, McDonald's, Panera Bread, Taco Bell and Wendy's. Although AI can expedite the hiring process, it can also be controversial as a recruiting tool. Some studies have found that it can lead to biased assessment of candidates and unintentionally discriminate against people based on their race or gender. To guard against the misuse of AI in hiring, New York City in 2021 passed a law that requires companies that use the technology to disclose its use to job candidates. Employers are also required to conduct annual third-party ""bias audits"" of their automated hiring systems to ensure the technology isn't discriminating against certain types of candidates. Megan Cerullo is a New York-based reporter for CBS MoneyWatch covering small business, workplace, health care, consumer spending and personal finance topics. She regularly appears on CBS News 24/7 to discuss her reporting."
Cartel leader among 16 arrested in historic U.S. fentanyl bust,"Sinaloa cartel leader among 16 arrested in historic U.S. fentanyl bust, Justice Department says",https://www.cbsnews.com/news/fentany-bust-arrests-justice-department-pam-bondi/,"Sixteen people have been arrested and three million pills laced with fentanyl were seized in what federal prosecutors said Tuesday was the ""largest fentanyl bust in DEA history."" The operation, which spanned several states along in the West, ""marks the most significant victory in our nation's fight against fentanyl and drug trafficking to date,"" Attorney General Pam Bondi said. Among those arrested was a Sinaloa cartel leader, Heriberto Salazar Amaya, 36, a Mexican national, who was taken into custody in Salem, Oregon, Bondi said at a press conference. In February, the State Department designated the Sinaloa cartel as a foreign terrorist organization. Asked whether any of those arrested would be deported to Mexico, Bondi said ""I want them to stay in our prisons as long as possible."" ""Most of these individuals, if convicted, will remain in American prisons, perhaps Alcatraz,"" the attorney general added in reference to the shuttered California prison that President Donald Trump said he wants to reopen. The Justice Department said law enforcement officials seized more than 400 kilograms (880 pounds) of fentanyl pills, 11.5 kilos of fentanyl powder, 80 kilos of methamphetamine, 7.5 kilos of cocaine and 4.5 kilos of heroin. The bust also netted $5 million in cash and 49 rifles and pistols, U.S. officials said, while releasing several images of the seized items. ""This case represents DEA's largest single seizure of fentanyl pills,"" said Robert Murphy, the acting administrator of the Drug Enforcement Administration. Bondi said 75,000 Americans are dying each year because of fentanyl and it is the number one cause of death for people between the ages of 18 and 34 in the United States. ""They are flooding our cities with a weapon of mass destruction, fentanyl,"" she said. Ryan Ellison, U.S. attorney for the district of New Mexico, said the ""sophisticated fentanyl and narcotics distribution network"" spanned New Mexico, Arizona, Nevada, Oregon and Utah. Ellison said the 16 people arrested face various federal charges including conspiracy to distribute fentanyl and firearms offenses. The DEA says drug overdoses are the leading cause of death for Americans between the ages of 18 and 44, though most states have seen fewer deaths over the last few years. Between 2022 and 2023, overdose deaths decreased by 4% nationwide, marking the first such decline since the start of the coronavirus pandemic in 2020. Overdose deaths fell 17% between July 2023 and July 2024."
"Trump administration may soon deport migrants to Libya, U.S. officials say","Trump administration may soon deport migrants to Libya, U.S. officials say",https://www.cbsnews.com/news/trump-administration-may-soon-deport-migrants-to-libya/,"The Trump administration may soon start deporting migrants to Libya, expanding its mass deportation campaign to the troubled North African country, two U.S. officials told CBS News Tuesday. The deportations, expected to be operated by the U.S. military, could start as early as this week, the officials said, requesting anonymity to discuss internal government plans. Libya is one of several far-flung nations the U.S. government has been asking to accept deportations of migrants from third countries, CBS News reported earlier this week. The possibility of U.S. deportations to Libya, reported earlier Tuesday by Reuters, is a stunning proposition given the deep political and social turmoil the North African country finds itself in, as well as its human rights record. Since a civil war erupted in 2011, Libya has been plagued by armed conflict and political tumult. The country, itself a corridor for desperate migrants hoping to reach Europe by crossing the Mediterranean Sea, is divided into two factions. The western part of the country is overseen by a United Nations-backed government in Tripoli, while the east is controlled by a strongman. The State Department has a Level 4 travel advisory for Libya, warning Americans not to travel there because of ""crime, terrorism, unexploded landmines, civil unrest, kidnapping, and armed conflict."" Libya has also gained infamy over its treatment of migrants seeking to reach Europe, with both advocates and U.S. officials finding that detainees in the North African country face brutal conditions, due process violations and even torture in immigration detention centers. It's unclear who exactly would be deported to Libya under the plans being considered by the Trump administration and whether they would be detained by authorities there upon arrival. As part of its aggressive efforts to deter migrants from entering or staying in the U.S. illegally, the Trump administration has mounted an intense diplomatic campaign to forge deportations agreements that allow the U.S. to send migrants to countries that are not their own. It has already persuaded several Latin America countries to accept third country nationals, sending Asian and African migrants to Costa Rica and Panama, as well as a group of Venezuelan men accused of gang membership to El Salvador, which transferred them to a notorious mega prison. But the Trump administration has also sought to broker deportation agreements with countries in other continents, including Africa and Europe. The other countries U.S. officials have approached for potential third country deportation arrangements include Angola, Benin, Eswatini, Moldova and Rwanda, according to internal U.S. government documents and officials. It's unclear whether any of those countries will finalize agreements with the U.S. After CBS News identified Angola as one of the countries the U.S. had approached, its embassy in Washington said the West African country would not accept deportees from third countries. Camilo Montoya-Galvez is the immigration reporter at CBS News. Based in Washington, he covers immigration policy and politics."
5 charged after migrant boat capsized off San Diego coast,5 charged after migrant boat capsizes off San Diego; Noem asks DOJ for death penalty,https://www.cbsnews.com/news/san-diego-migrant-boat-human-smuggling/,"Five Mexican nationals are facing charges after a small boat carrying more than a dozen people capsized off the coast of San Diego, killing three passengers, including a 14-year-old boy from India, the U.S. Attorney's Office in the Southern District of California announced Tuesday. The boy's parents and two others were hospitalized following the human smuggling event, prosecutors confirmed in a news release. Nine other migrants were missing from the boat and were presumed dead, but authorities later located eight of them in Chula Vista, nearly 30 miles away from Del Mar, where the boat was found. A 10-year-old Indian girl, the boy's sister, remains missing, prosecutors said. ""The drowning deaths of these children are a heartbreaking reminder of how little human traffickers care about the costs of their deadly business,"" U.S. Attorney Adam Gordon said in a statement. U.S. Border Patrol said Tuesday that there were originally 16 individuals on board, some of whom remain missing. Jesus Ivan Rodriguez-Leyva and Julio Cesar Zuniga-Luna were arrested on Monday at the beach where the overturned boat washed ashore, according to prosecutors. They were charged with Bringing in Aliens Resulting in Death and Bringing in Aliens for Financial Gain, the U.S. Attorney's Office said. Department of Homeland Security Secretary Kristi Noem on Tuesday night announced that she will request the Department of Justice to seek the death penalty. ""Their deaths were not only avoidable but were also the direct result of the greed and indifference of smugglers who exploited them,"" Noem said in a statement, in part. ""Under the Immigration and Nationality Act, alien smuggling acts that result in death are capital crimes punishable by death. And under the Federal Death Penalty Act, those who intentionally participate in conduct knowing that it could result in the loss of life may be eligible for capital punishment."" Prosecutors said three other suspects — Melissa Jennelle Cota, Gustavo Lara and Sergio Rojas-Fregoso — were arrested late Monday night after Border Patrol agents in Chula Vista identified a vehicle seen at a beach in Del Mar and investigated. While the driver of said vehicle fled, officers located two other vehicles involved and found the missing migrants, according to prosecutors. Cota, Lara and Rojas-Fregoso were charged with Transportation of Illegal Aliens. Prosecutors said Rojas-Fregoso had been previously deported on Dec. 19, 2023. It wasn't immediately clear if the suspects had attorneys who could speak on their behalf. It was unclear where the boat was coming from before it flipped about 35 miles north of the Mexico border, U.S. Coast Guard Petty Officer Chris Sappey told The Associated Press. He said similar vessels were commonly used by smugglers. In 2023, eight people were killed when two boats capsized off the San Diego coast. Kiki Intarasuwan is a news editor for CBS News & Stations."
